date,sales
2022-10-04,2174
2022-10-05,3224
2022-10-06,2748
2022-10-07,2432
2022-10-08,2085
2022-10-09,3172
2022-10-10,3611
2022-10-11,3809
2022-10-12,2348
2022-10-13,1954
2022-10-14,2695
2022-10-15,3266
2022-10-16,2492
2022-10-17,2430
2022-10-18,3056
2022-10-19,3676
2022-10-20,2645
2022-10-21,1766
2022-10-22,3014
2022-10-23,4355
2022-10-24,3936
2022-10-25,4841
2022-10-26,2271
2022-10-27,3119
2022-10-28,2164
2022-10-29,2574
2022-10-30,2438
2022-10-31,2277
2022-11-01,2122
2022-11-02,2787
2022-11-03,3217
2022-11-04,4035
2022-11-05,3549
2022-11-06,3643
2022-11-07,3014
2022-11-08,2476
2022-11-09,3624
2022-11-10,2528
2022-11-11,1860
2022-11-12,2488
2022-11-13,2565
2022-11-14,4188
2022-11-15,1948
2022-11-16,3715
2022-11-17,4404
2022-11-18,2535
2022-11-19,2721
2022-11-20,3923
2022-11-21,2434
2022-11-22,1154
2022-11-23,3142
2022-11-24,2473
2022-11-25,2507
2022-11-26,3620
2022-11-27,2351
2022-11-28,2253
2022-11-29,2691
2022-11-30,2307
2022-12-01,1653
2022-12-02,3910
2022-12-03,2425
2022-12-04,3983
2022-12-05,2767
2022-12-06,1586
2022-12-07,2678
2022-12-08,1059
2022-12-09,3560
2022-12-10,2455
2022-12-11,1612
2022-12-12,3045
2022-12-13,2652
2022-12-14,2878
2022-12-15,1951
2022-12-16,2240
2022-12-17,1360
2022-12-18,1224
2022-12-19,3596
2022-12-20,1991
2022-12-21,2095
2022-12-22,3478
2022-12-23,2255
2022-12-24,2198
2022-12-25,3538
2022-12-26,3179
2022-12-27,1344
2022-12-28,2809
2022-12-29,921
2022-12-30,2719
2022-12-31,1485
2023-01-01,4296
2023-01-02,2689
2023-01-03,3825
2023-01-04,2397
2023-01-05,3239
2023-01-06,3300
2023-01-07,2094
2023-01-08,2723
2023-01-09,3749
2023-01-10,2496
2023-01-11,4341
2023-01-12,1371
2023-01-13,2638
2023-01-14,3390
2023-01-15,2632
2023-01-16,2927
2023-01-17,2639
2023-01-18,2483
2023-01-19,3406
2023-01-20,3537
2023-01-21,2521
2023-01-22,3105
2023-01-23,4534
2023-01-24,2506
2023-01-25,2917
2023-01-26,2692
2023-01-27,3094
2023-01-28,3279
2023-01-29,3008
2023-01-30,2573
2023-01-31,2314
2023-02-01,3942
2023-02-02,2000
2023-02-03,2276
2023-02-04,3150
2023-02-05,2044
2023-02-06,2557
2023-02-07,2206
2023-02-08,2836
2023-02-09,4092
2023-02-10,4340
2023-02-11,2399
2023-02-12,1857
2023-02-13,4685
2023-02-14,3954
2023-02-15,2321
2023-02-16,1900
2023-02-17,3219
2023-02-18,3134
2023-02-19,2562
2023-02-20,1850
2023-02-21,2419
2023-02-22,3787
2023-02-23,2420
2023-02-24,3813
2023-02-25,3380
2023-02-26,2044
2023-02-27,1792
2023-02-28,4427
2023-03-01,2857
2023-03-02,2370
2023-03-03,3182
2023-03-04,2278
2023-03-05,3212
2023-03-06,3463
2023-03-07,2041
2023-03-08,3127
2023-03-09,3020
2023-03-10,1898
2023-03-11,2250
2023-03-12,2392
2023-03-13,2240
2023-03-14,1562
2023-03-15,2192
2023-03-16,2111
2023-03-17,4210
2023-03-18,1696
2023-03-19,3358
2023-03-20,3352
2023-03-21,2790
2023-03-22,2782
2023-03-23,2873
2023-03-24,3299
2023-03-25,3388
2023-03-26,2129
2023-03-27,3044
2023-03-28,4131
2023-03-29,2287
2023-03-30,3242
2023-03-31,3487
2023-04-01,2524
2023-04-02,2927
2023-04-03,3235
2023-04-04,2057
2023-04-05,3312
2023-04-06,2605
2023-04-07,3292
2023-04-08,2714
2023-04-09,1520
2023-04-10,2964
2023-04-11,3999
2023-04-12,2842
2023-04-13,2795
2023-04-14,2148
2023-04-15,3080
2023-04-16,2969
2023-04-17,1882
2023-04-18,2677
2023-04-19,1960
2023-04-20,2270
2023-04-21,2648
2023-04-22,2959
2023-04-23,1785
2023-04-24,3051
2023-04-25,2140
2023-04-26,3351
2023-04-27,3247
2023-04-28,1840
2023-04-29,2274
2023-04-30,2048
2023-05-01,2733
2023-05-02,2748
2023-05-03,2536
2023-05-04,1908
2023-05-05,4668
2023-05-06,3120
2023-05-07,2702
2023-05-08,2310
2023-05-09,2809
2023-05-10,2018
2023-05-11,3523
2023-05-12,2353
2023-05-13,4011
2023-05-14,2737
2023-05-15,2866
2023-05-16,2739
2023-05-17,4368
2023-05-18,3547
2023-05-19,4339
2023-05-20,2388
2023-05-21,3631
2023-05-22,1633
2023-05-23,2157
2023-05-24,3038
2023-05-25,3528
2023-05-26,2710
2023-05-27,2725
2023-05-28,2154
2023-05-29,3224
2023-05-30,3420
2023-05-31,2732
2023-06-01,2291
2023-06-02,2497
2023-06-03,2049
2023-06-04,2082
2023-06-05,1729
2023-06-06,3101
2023-06-07,2659
2023-06-08,1730
2023-06-09,2580
2023-06-10,4028
2023-06-11,1911
2023-06-12,3529
2023-06-13,2533
2023-06-14,1653
2023-06-15,3169
2023-06-16,4195
2023-06-17,1275
2023-06-18,1930
2023-06-19,2604
2023-06-20,4226
2023-06-21,2639
2023-06-22,2591
2023-06-23,2111
2023-06-24,3359
2023-06-25,2134
2023-06-26,2747
2023-06-27,1961
2023-06-28,1990
2023-06-29,3327
2023-06-30,2490
2023-07-01,2461
2023-07-02,3424
2023-07-03,3421
2023-07-04,3511
2023-07-05,2304
2023-07-06,1902
2023-07-07,3450
2023-07-08,2764
2023-07-09,1636
2023-07-10,3084
2023-07-11,1921
2023-07-12,2747
2023-07-13,2996
2023-07-14,3082
2023-07-15,3047
2023-07-16,2051
2023-07-17,2095
2023-07-18,4001
2023-07-19,2590
2023-07-20,2755
2023-07-21,2415
2023-07-22,2481
2023-07-23,3457
2023-07-24,1650
2023-07-25,1549
2023-07-26,2319
2023-07-27,2176
2023-07-28,1953
2023-07-29,1882
2023-07-30,3366
2023-07-31,2835
2023-08-01,2682
2023-08-02,3960
2023-08-03,1827
2023-08-04,3150
2023-08-05,2106
2023-08-06,1870
2023-08-07,1821
2023-08-08,4183
2023-08-09,3218
2023-08-10,3965
2023-08-11,2709
2023-08-12,3058
2023-08-13,3048
2023-08-14,2233
2023-08-15,1676
2023-08-16,1564
2023-08-17,1665
2023-08-18,1597
2023-08-19,2498
2023-08-20,3538
2023-08-21,2606
2023-08-22,1607
2023-08-23,2749
2023-08-24,2389
2023-08-25,3247
2023-08-26,3890
2023-08-27,2384
2023-08-28,1553
2023-08-29,1986
2023-08-30,2036
2023-08-31,1995
2023-09-01,4353
2023-09-02,1921
2023-09-03,2370
2023-09-04,3169
2023-09-05,2154
2023-09-06,3854
2023-09-07,2942
2023-09-08,1504
2023-09-09,3744
2023-09-10,2429
2023-09-11,1883
2023-09-12,1662
2023-09-13,2941
2023-09-14,2187
2023-09-15,2534
2023-09-16,2535
2023-09-17,1862
2023-09-18,2323
2023-09-19,3028
2023-09-20,2441
2023-09-21,2697
2023-09-22,1564
2023-09-23,2220
2023-09-24,4148
2023-09-25,1905
2023-09-26,3113
2023-09-27,1928
2023-09-28,2093
2023-09-29,2945
2023-09-30,3312
2023-10-01,2929
2023-10-02,3411
2023-10-03,2899
2023-10-04,2211
2023-10-05,2794
2023-10-06,1421
2023-10-07,2355
2023-10-08,1967
2023-10-09,1618
2023-10-10,2764
2023-10-11,3102
2023-10-12,2981
2023-10-13,2717
2023-10-14,2275
2023-10-15,2759
2023-10-16,2298
2023-10-17,4484
2023-10-18,2382
2023-10-19,2694
2023-10-20,2626
2023-10-21,2381
2023-10-22,2630
2023-10-23,2929
2023-10-24,3385
2023-10-25,3212
2023-10-26,2364
2023-10-27,2949
2023-10-28,1124
2023-10-29,1820
2023-10-30,3221
2023-10-31,3000
2023-11-01,2277
2023-11-02,2792
2023-11-03,1625
2023-11-04,3916
2023-11-05,2435
2023-11-06,2084
2023-11-07,3280
2023-11-08,2298
2023-11-09,3199
2023-11-10,3343
2023-11-11,2766
2023-11-12,2351
2023-11-13,2153
2023-11-14,1848
2023-11-15,2456
2023-11-16,2767
2023-11-17,1522
2023-11-18,2501
2023-11-19,2383
2023-11-20,3473
2023-11-21,1425
2023-11-22,2822
2023-11-23,1815
2023-11-24,2612
2023-11-25,1367
2023-11-26,3162
2023-11-27,1851
2023-11-28,3666
2023-11-29,2035
2023-11-30,2107
2023-12-01,3758
2023-12-02,2063
2023-12-03,3499
2023-12-04,2767
2023-12-05,2295
2023-12-06,2948
2023-12-07,2829
2023-12-08,2958
2023-12-09,3293
2023-12-10,3771
2023-12-11,2563
2023-12-12,3239
2023-12-13,4087
2023-12-14,2731
2023-12-15,2558
2023-12-16,2691
2023-12-17,2773
2023-12-18,1718
2023-12-19,2564
2023-12-20,1912
2023-12-21,1253
2023-12-22,2646
2023-12-23,3729
2023-12-24,2367
2023-12-25,2075
2023-12-26,2509
2023-12-27,2240
2023-12-28,3745
2023-12-29,2546
2023-12-30,2503
2023-12-31,2540
2024-01-01,2227
