date,sales
2022-04-23,2205
2022-04-24,1958
2022-04-25,3552
2022-04-26,2783
2022-04-27,2173
2022-04-28,2554
2022-04-29,2194
2022-04-30,2691
2022-05-01,1387
2022-05-02,3651
2022-05-03,2847
2022-05-04,3323
2022-05-05,1494
2022-05-06,3279
2022-05-07,2297
2022-05-08,2858
2022-05-09,1864
2022-05-10,2947
2022-05-11,4498
2022-05-12,3088
2022-05-13,2328
2022-05-14,1813
2022-05-15,3813
2022-05-16,2817
2022-05-17,3833
2022-05-18,1607
2022-05-19,2499
2022-05-20,2123
2022-05-21,1832
2022-05-22,4013
2022-05-23,1678
2022-05-24,2272
2022-05-25,3096
2022-05-26,4207
2022-05-27,1941
2022-05-28,1525
2022-05-29,2780
2022-05-30,1347
2022-05-31,1995
2022-06-01,2302
2022-06-02,2432
2022-06-03,1902
2022-06-04,1864
2022-06-05,2438
2022-06-06,3136
2022-06-07,1800
2022-06-08,3751
2022-06-09,1955
2022-06-10,3153
2022-06-11,1814
2022-06-12,3129
2022-06-13,3469
2022-06-14,2683
2022-06-15,2285
2022-06-16,3245
2022-06-17,2651
2022-06-18,2655
2022-06-19,2020
2022-06-20,3281
2022-06-21,2337
2022-06-22,2486
2022-06-23,3843
2022-06-24,2280
2022-06-25,3358
2022-06-26,3401
2022-06-27,2616
2022-06-28,3327
2022-06-29,1599
2022-06-30,2642
2022-07-01,1734
2022-07-02,2105
2022-07-03,2795
2022-07-04,2902
2022-07-05,2377
2022-07-06,2391
2022-07-07,4629
2022-07-08,3566
2022-07-09,3439
2022-07-10,2779
2022-07-11,2853
2022-07-12,3995
2022-07-13,4101
2022-07-14,3731
2022-07-15,2597
2022-07-16,2123
2022-07-17,3390
2022-07-18,3797
2022-07-19,2524
2022-07-20,2404
2022-07-21,2377
2022-07-22,2685
2022-07-23,2939
2022-07-24,2309
2022-07-25,4218
2022-07-26,1862
2022-07-27,3214
2022-07-28,2596
2022-07-29,3139
2022-07-30,1803
2022-07-31,1993
2022-08-01,2547
2022-08-02,2530
2022-08-03,2168
2022-08-04,4220
2022-08-05,2571
2022-08-06,3195
2022-08-07,4171
2022-08-08,2926
2022-08-09,3162
2022-08-10,2260
2022-08-11,3113
2022-08-12,2858
2022-08-13,2555
2022-08-14,2514
2022-08-15,1673
2022-08-16,3591
2022-08-17,3433
2022-08-18,2910
2022-08-19,1063
2022-08-20,2066
2022-08-21,1982
2022-08-22,3384
2022-08-23,3399
2022-08-24,1860
2022-08-25,2941
2022-08-26,3116
2022-08-27,3782
2022-08-28,2446
2022-08-29,1667
2022-08-30,2960
2022-08-31,3469
2022-09-01,4312
2022-09-02,2625
2022-09-03,843
2022-09-04,3100
2022-09-05,2848
2022-09-06,1870
2022-09-07,2702
2022-09-08,1959
2022-09-09,2607
2022-09-10,3040
2022-09-11,3564
2022-09-12,2876
2022-09-13,2115
2022-09-14,3546
2022-09-15,2203
2022-09-16,2647
2022-09-17,3088
2022-09-18,2446
2022-09-19,3492
2022-09-20,2639
2022-09-21,1632
2022-09-22,2145
2022-09-23,2988
2022-09-24,3536
2022-09-25,2944
2022-09-26,2784
2022-09-27,5227
2022-09-28,3346
2022-09-29,1211
2022-09-30,2592
2022-10-01,3195
2022-10-02,3929
2022-10-03,2552
2022-10-04,3876
2022-10-05,3690
2022-10-06,3269
2022-10-07,2873
2022-10-08,2048
2022-10-09,2508
2022-10-10,2337
2022-10-11,3287
2022-10-12,3107
2022-10-13,3671
2022-10-14,2695
2022-10-15,1281
2022-10-16,2413
2022-10-17,1998
2022-10-18,3097
2022-10-19,1508
2022-10-20,3460
2022-10-21,3408
2022-10-22,1158
2022-10-23,2176
2022-10-24,3285
2022-10-25,2200
2022-10-26,1732
2022-10-27,2675
2022-10-28,2679
2022-10-29,2914
2022-10-30,2229
2022-10-31,1820
2022-11-01,4258
2022-11-02,3440
2022-11-03,2355
2022-11-04,2685
2022-11-05,2629
2022-11-06,3088
2022-11-07,2371
2022-11-08,2093
2022-11-09,1773
2022-11-10,2135
2022-11-11,4297
2022-11-12,2824
2022-11-13,2523
2022-11-14,1614
2022-11-15,2761
2022-11-16,2294
2022-11-17,3547
2022-11-18,1678
2022-11-19,1718
2022-11-20,1846
2022-11-21,3537
2022-11-22,2723
2022-11-23,3261
2022-11-24,2899
2022-11-25,4255
2022-11-26,2619
2022-11-27,4311
2022-11-28,2790
2022-11-29,4128
2022-11-30,2870
2022-12-01,2025
2022-12-02,2598
2022-12-03,1781
2022-12-04,2132
2022-12-05,2087
2022-12-06,2953
2022-12-07,3131
2022-12-08,2344
2022-12-09,2949
2022-12-10,2681
2022-12-11,2902
2022-12-12,1903
2022-12-13,1423
2022-12-14,1532
2022-12-15,2768
2022-12-16,3541
2022-12-17,1370
2022-12-18,3345
2022-12-19,2911
2022-12-20,3123
2022-12-21,1892
2022-12-22,3562
2022-12-23,2385
2022-12-24,3198
2022-12-25,2803
2022-12-26,2089
2022-12-27,3656
2022-12-28,2306
2022-12-29,3209
2022-12-30,2060
2022-12-31,1595
2023-01-01,3856
2023-01-02,2135
2023-01-03,1466
2023-01-04,2684
2023-01-05,2441
2023-01-06,3240
2023-01-07,2364
2023-01-08,4402
2023-01-09,2125
2023-01-10,2324
2023-01-11,3166
2023-01-12,3470
2023-01-13,3531
2023-01-14,2000
2023-01-15,2815
2023-01-16,2249
2023-01-17,2724
2023-01-18,2296
2023-01-19,2074
2023-01-20,1713
2023-01-21,2606
2023-01-22,3251
2023-01-23,2459
2023-01-24,2868
2023-01-25,2955
2023-01-26,2869
2023-01-27,3927
2023-01-28,1984
2023-01-29,2845
2023-01-30,3740
2023-01-31,2473
2023-02-01,1692
2023-02-02,3187
2023-02-03,2760
2023-02-04,2857
2023-02-05,2327
2023-02-06,3731
2023-02-07,3019
2023-02-08,3405
2023-02-09,3257
2023-02-10,2146
2023-02-11,3567
2023-02-12,1852
2023-02-13,1223
2023-02-14,2289
2023-02-15,2859
2023-02-16,2214
2023-02-17,1946
2023-02-18,3438
2023-02-19,1457
2023-02-20,2706
2023-02-21,2827
2023-02-22,3894
2023-02-23,2977
2023-02-24,2760
2023-02-25,2001
2023-02-26,2342
2023-02-27,1826
2023-02-28,3671
2023-03-01,3318
2023-03-02,2204
2023-03-03,2490
2023-03-04,2916
2023-03-05,1058
2023-03-06,1760
2023-03-07,2807
2023-03-08,3004
2023-03-09,2360
2023-03-10,3692
2023-03-11,2681
2023-03-12,2308
2023-03-13,2239
2023-03-14,3157
2023-03-15,2779
2023-03-16,3677
2023-03-17,2236
2023-03-18,3804
2023-03-19,3642
2023-03-20,1878
2023-03-21,2246
2023-03-22,3884
2023-03-23,2559
2023-03-24,2097
2023-03-25,3147
2023-03-26,3123
2023-03-27,2754
2023-03-28,3515
2023-03-29,2041
2023-03-30,2773
2023-03-31,1811
2023-04-01,2597
2023-04-02,2388
2023-04-03,2922
2023-04-04,3758
2023-04-05,1322
2023-04-06,2945
2023-04-07,2504
2023-04-08,2519
2023-04-09,1432
2023-04-10,3205
2023-04-11,2548
2023-04-12,3594
2023-04-13,2880
2023-04-14,2658
2023-04-15,3535
2023-04-16,3108
2023-04-17,3659
2023-04-18,2618
2023-04-19,3481
2023-04-20,1990
2023-04-21,3487
2023-04-22,2661
2023-04-23,2536
2023-04-24,1919
2023-04-25,2788
2023-04-26,2553
2023-04-27,4223
2023-04-28,3176
2023-04-29,2621
2023-04-30,4529
2023-05-01,2111
2023-05-02,3452
2023-05-03,2343
2023-05-04,1931
2023-05-05,1332
2023-05-06,3045
2023-05-07,2773
2023-05-08,1479
2023-05-09,2885
2023-05-10,1660
2023-05-11,2638
2023-05-12,2786
2023-05-13,1454
2023-05-14,2946
2023-05-15,2702
2023-05-16,3685
2023-05-17,3792
2023-05-18,3158
2023-05-19,2967
2023-05-20,2895
2023-05-21,2333
2023-05-22,2832
2023-05-23,3187
2023-05-24,2954
2023-05-25,2098
2023-05-26,2174
2023-05-27,2716
2023-05-28,2585
2023-05-29,3465
2023-05-30,3027
2023-05-31,2676
2023-06-01,1719
2023-06-02,3981
2023-06-03,1961
2023-06-04,2816
2023-06-05,1851
2023-06-06,3151
2023-06-07,1763
2023-06-08,3788
2023-06-09,3330
2023-06-10,2597
2023-06-11,2656
2023-06-12,2956
2023-06-13,2879
2023-06-14,2941
2023-06-15,4153
2023-06-16,3344
2023-06-17,2783
2023-06-18,2838
2023-06-19,2996
2023-06-20,2049
2023-06-21,3856
2023-06-22,2320
2023-06-23,2544
2023-06-24,2714
2023-06-25,2965
2023-06-26,2879
2023-06-27,3138
2023-06-28,3651
2023-06-29,1975
2023-06-30,3739
2023-07-01,2768
2023-07-02,3371
2023-07-03,3387
2023-07-04,2775
2023-07-05,2879
2023-07-06,2336
2023-07-07,3260
2023-07-08,1593
2023-07-09,2742
2023-07-10,1861
2023-07-11,2962
2023-07-12,1720
2023-07-13,3408
2023-07-14,3220
2023-07-15,2252
2023-07-16,3575
2023-07-17,3131
2023-07-18,2505
2023-07-19,1834
2023-07-20,3529
2023-07-21,2528
2023-07-22,1998
2023-07-23,2544
2023-07-24,3346
2023-07-25,2837
2023-07-26,3441
2023-07-27,2718
2023-07-28,3058
2023-07-29,3485
2023-07-30,2949
2023-07-31,2540
2023-08-01,1379
2023-08-02,3096
2023-08-03,1929
2023-08-04,2398
2023-08-05,2682
2023-08-06,2951
2023-08-07,2177
2023-08-08,2670
2023-08-09,2091
2023-08-10,1849
2023-08-11,2758
2023-08-12,3362
2023-08-13,2752
2023-08-14,1551
2023-08-15,2460
2023-08-16,3566
2023-08-17,2853
2023-08-18,2960
2023-08-19,3046
2023-08-20,2991
2023-08-21,1209
2023-08-22,3184
2023-08-23,2965
2023-08-24,2930
2023-08-25,2264
2023-08-26,2124
2023-08-27,4810
2023-08-28,4322
2023-08-29,2941
2023-08-30,2806
2023-08-31,2011
2023-09-01,1840
2023-09-02,1672
2023-09-03,2865
2023-09-04,3739
2023-09-05,3162
2023-09-06,3253
2023-09-07,3351
2023-09-08,4564
2023-09-09,2680
2023-09-10,1781
2023-09-11,2494
2023-09-12,1790
2023-09-13,3802
2023-09-14,2563
2023-09-15,3936
2023-09-16,4081
2023-09-17,2090
2023-09-18,2569
2023-09-19,2654
2023-09-20,2715
2023-09-21,1961
2023-09-22,2145
2023-09-23,2516
2023-09-24,3101
2023-09-25,2754
2023-09-26,3079
2023-09-27,1395
2023-09-28,2939
2023-09-29,2861
2023-09-30,3761
2023-10-01,1706
2023-10-02,4180
2023-10-03,3686
2023-10-04,2471
2023-10-05,3867
2023-10-06,2734
2023-10-07,3085
2023-10-08,2852
2023-10-09,2815
2023-10-10,2012
2023-10-11,3114
2023-10-12,2351
2023-10-13,2579
2023-10-14,4529
2023-10-15,1978
2023-10-16,3251
2023-10-17,3178
2023-10-18,2581
2023-10-19,2491
2023-10-20,3417
2023-10-21,2317
2023-10-22,1929
2023-10-23,2977
2023-10-24,1970
2023-10-25,1652
2023-10-26,3279
2023-10-27,1472
2023-10-28,2766
2023-10-29,1458
2023-10-30,2358
2023-10-31,3653
2023-11-01,2146
2023-11-02,3289
2023-11-03,2663
2023-11-04,2941
2023-11-05,2192
2023-11-06,2723
2023-11-07,3168
2023-11-08,2677
2023-11-09,2240
2023-11-10,1692
2023-11-11,2889
2023-11-12,1854
2023-11-13,2700
2023-11-14,2316
2023-11-15,2200
2023-11-16,2364
2023-11-17,2609
2023-11-18,4388
2023-11-19,3079
2023-11-20,3877
2023-11-21,1971
2023-11-22,3068
2023-11-23,3652
2023-11-24,2582
2023-11-25,2589
2023-11-26,2524
2023-11-27,2264
2023-11-28,3888
2023-11-29,3602
2023-11-30,2984
2023-12-01,3182
2023-12-02,2936
2023-12-03,2735
2023-12-04,3375
2023-12-05,4125
2023-12-06,2278
2023-12-07,2272
2023-12-08,1808
2023-12-09,4359
2023-12-10,2211
2023-12-11,2536
2023-12-12,3415
2023-12-13,1633
2023-12-14,3273
2023-12-15,2408
2023-12-16,2588
2023-12-17,3962
2023-12-18,1492
2023-12-19,2541
2023-12-20,2553
2023-12-21,3354
2023-12-22,2294
2023-12-23,2346
2023-12-24,2103
2023-12-25,2705
2023-12-26,4203
2023-12-27,2249
2023-12-28,2586
2023-12-29,1692
2023-12-30,1776
2023-12-31,1703
2024-01-01,1390
