date,sales
2022-04-27,2140
2022-04-28,4048
2022-04-29,3078
2022-04-30,3164
2022-05-01,4033
2022-05-02,3311
2022-05-03,2861
2022-05-04,2920
2022-05-05,2855
2022-05-06,1752
2022-05-07,3279
2022-05-08,3916
2022-05-09,3062
2022-05-10,3060
2022-05-11,3860
2022-05-12,3349
2022-05-13,2727
2022-05-14,2351
2022-05-15,1699
2022-05-16,3230
2022-05-17,2750
2022-05-18,3299
2022-05-19,2871
2022-05-20,2187
2022-05-21,3892
2022-05-22,1811
2022-05-23,2277
2022-05-24,2577
2022-05-25,2440
2022-05-26,3156
2022-05-27,2476
2022-05-28,1986
2022-05-29,1600
2022-05-30,2740
2022-05-31,2004
2022-06-01,2411
2022-06-02,3591
2022-06-03,3477
2022-06-04,3506
2022-06-05,3246
2022-06-06,2958
2022-06-07,3888
2022-06-08,2752
2022-06-09,1789
2022-06-10,4000
2022-06-11,2372
2022-06-12,2209
2022-06-13,3266
2022-06-14,3171
2022-06-15,3710
2022-06-16,3237
2022-06-17,3422
2022-06-18,3102
2022-06-19,2020
2022-06-20,2418
2022-06-21,2985
2022-06-22,1811
2022-06-23,2407
2022-06-24,2350
2022-06-25,1855
2022-06-26,2920
2022-06-27,2922
2022-06-28,1765
2022-06-29,3068
2022-06-30,3237
2022-07-01,1979
2022-07-02,2089
2022-07-03,4367
2022-07-04,3108
2022-07-05,2598
2022-07-06,2847
2022-07-07,2491
2022-07-08,2835
2022-07-09,1725
2022-07-10,2261
2022-07-11,1786
2022-07-12,2750
2022-07-13,2030
2022-07-14,3369
2022-07-15,2125
2022-07-16,3882
2022-07-17,4076
2022-07-18,2994
2022-07-19,2750
2022-07-20,2628
2022-07-21,3370
2022-07-22,2198
2022-07-23,2985
2022-07-24,2417
2022-07-25,2261
2022-07-26,1944
2022-07-27,3681
2022-07-28,1658
2022-07-29,2912
2022-07-30,2156
2022-07-31,2367
2022-08-01,1928
2022-08-02,2911
2022-08-03,2380
2022-08-04,2915
2022-08-05,4105
2022-08-06,2022
2022-08-07,3360
2022-08-08,2965
2022-08-09,3175
2022-08-10,3354
2022-08-11,2667
2022-08-12,1806
2022-08-13,2884
2022-08-14,3855
2022-08-15,3672
2022-08-16,2547
2022-08-17,3742
2022-08-18,2332
2022-08-19,3447
2022-08-20,3171
2022-08-21,1183
2022-08-22,1444
2022-08-23,2393
2022-08-24,3290
2022-08-25,2488
2022-08-26,2215
2022-08-27,2927
2022-08-28,2954
2022-08-29,2442
2022-08-30,2161
2022-08-31,1693
2022-09-01,3378
2022-09-02,4544
2022-09-03,3316
2022-09-04,2391
2022-09-05,2061
2022-09-06,2015
2022-09-07,2627
2022-09-08,2344
2022-09-09,2053
2022-09-10,1982
2022-09-11,3565
2022-09-12,1564
2022-09-13,3218
2022-09-14,2700
2022-09-15,3275
2022-09-16,2602
2022-09-17,2446
2022-09-18,2574
2022-09-19,1701
2022-09-20,2126
2022-09-21,2136
2022-09-22,2786
2022-09-23,3622
2022-09-24,2113
2022-09-25,1470
2022-09-26,3170
2022-09-27,3143
2022-09-28,2496
2022-09-29,4541
2022-09-30,1751
2022-10-01,2269
2022-10-02,3019
2022-10-03,2767
2022-10-04,3019
2022-10-05,2220
2022-10-06,2964
2022-10-07,2879
2022-10-08,4974
2022-10-09,2539
2022-10-10,3105
2022-10-11,2598
2022-10-12,1671
2022-10-13,4080
2022-10-14,2781
2022-10-15,2706
2022-10-16,3743
2022-10-17,2977
2022-10-18,2240
2022-10-19,2938
2022-10-20,2598
2022-10-21,1787
2022-10-22,3017
2022-10-23,2121
2022-10-24,2657
2022-10-25,3503
2022-10-26,2779
2022-10-27,2111
2022-10-28,2034
2022-10-29,1518
2022-10-30,1515
2022-10-31,3193
2022-11-01,2841
2022-11-02,5266
2022-11-03,2058
2022-11-04,3451
2022-11-05,3565
2022-11-06,3510
2022-11-07,2737
2022-11-08,1959
2022-11-09,2684
2022-11-10,2405
2022-11-11,2047
2022-11-12,2204
2022-11-13,2257
2022-11-14,2712
2022-11-15,2498
2022-11-16,2912
2022-11-17,2373
2022-11-18,3625
2022-11-19,3695
2022-11-20,3659
2022-11-21,3051
2022-11-22,3868
2022-11-23,3491
2022-11-24,2668
2022-11-25,1986
2022-11-26,3901
2022-11-27,2385
2022-11-28,1624
2022-11-29,1998
2022-11-30,3181
2022-12-01,2208
2022-12-02,1865
2022-12-03,4364
2022-12-04,1902
2022-12-05,4567
2022-12-06,2825
2022-12-07,2049
2022-12-08,5063
2022-12-09,4005
2022-12-10,2602
2022-12-11,2600
2022-12-12,2282
2022-12-13,2144
2022-12-14,3085
2022-12-15,2677
2022-12-16,2843
2022-12-17,2176
2022-12-18,2098
2022-12-19,2750
2022-12-20,3303
2022-12-21,2203
2022-12-22,3048
2022-12-23,3173
2022-12-24,2288
2022-12-25,1172
2022-12-26,3605
2022-12-27,3227
2022-12-28,2336
2022-12-29,4416
2022-12-30,3023
2022-12-31,3075
2023-01-01,3157
2023-01-02,2603
2023-01-03,1922
2023-01-04,2341
2023-01-05,3343
2023-01-06,2098
2023-01-07,3932
2023-01-08,1652
2023-01-09,2745
2023-01-10,3888
2023-01-11,2670
2023-01-12,1644
2023-01-13,3555
2023-01-14,2010
2023-01-15,3430
2023-01-16,2541
2023-01-17,2840
2023-01-18,4919
2023-01-19,1702
2023-01-20,1657
2023-01-21,2754
2023-01-22,2346
2023-01-23,3143
2023-01-24,2732
2023-01-25,2844
2023-01-26,2650
2023-01-27,2414
2023-01-28,3484
2023-01-29,2388
2023-01-30,1517
2023-01-31,3564
2023-02-01,2828
2023-02-02,2194
2023-02-03,3618
2023-02-04,1996
2023-02-05,3473
2023-02-06,2459
2023-02-07,2801
2023-02-08,1987
2023-02-09,2856
2023-02-10,2592
2023-02-11,3715
2023-02-12,3561
2023-02-13,2546
2023-02-14,2907
2023-02-15,2175
2023-02-16,2689
2023-02-17,2809
2023-02-18,2442
2023-02-19,3203
2023-02-20,2801
2023-02-21,2360
2023-02-22,1993
2023-02-23,3535
2023-02-24,2023
2023-02-25,2735
2023-02-26,3580
2023-02-27,3986
2023-02-28,2693
2023-03-01,3778
2023-03-02,2787
2023-03-03,2526
2023-03-04,3031
2023-03-05,3598
2023-03-06,1339
2023-03-07,3555
2023-03-08,2305
2023-03-09,2920
2023-03-10,1663
2023-03-11,1630
2023-03-12,3372
2023-03-13,2675
2023-03-14,2818
2023-03-15,3113
2023-03-16,1423
2023-03-17,2694
2023-03-18,2133
2023-03-19,2601
2023-03-20,2364
2023-03-21,2118
2023-03-22,3211
2023-03-23,2844
2023-03-24,1337
2023-03-25,2440
2023-03-26,2050
2023-03-27,2342
2023-03-28,2634
2023-03-29,2876
2023-03-30,1411
2023-03-31,3629
2023-04-01,1987
2023-04-02,1893
2023-04-03,3549
2023-04-04,2990
2023-04-05,2667
2023-04-06,2773
2023-04-07,2120
2023-04-08,1981
2023-04-09,1706
2023-04-10,2623
2023-04-11,2135
2023-04-12,2972
2023-04-13,3343
2023-04-14,3607
2023-04-15,2766
2023-04-16,1721
2023-04-17,2515
2023-04-18,3064
2023-04-19,1901
2023-04-20,3404
2023-04-21,4113
2023-04-22,1900
2023-04-23,2673
2023-04-24,4098
2023-04-25,2976
2023-04-26,2200
2023-04-27,2727
2023-04-28,3057
2023-04-29,2993
2023-04-30,2512
2023-05-01,2780
2023-05-02,2502
2023-05-03,3381
2023-05-04,2926
2023-05-05,2469
2023-05-06,2850
2023-05-07,2397
2023-05-08,3110
2023-05-09,2234
2023-05-10,3398
2023-05-11,2751
2023-05-12,2835
2023-05-13,2214
2023-05-14,2389
2023-05-15,2766
2023-05-16,2128
2023-05-17,2192
2023-05-18,2594
2023-05-19,1908
2023-05-20,3079
2023-05-21,1801
2023-05-22,2955
2023-05-23,2628
2023-05-24,2251
2023-05-25,2372
2023-05-26,2512
2023-05-27,4029
2023-05-28,2914
2023-05-29,2789
2023-05-30,2403
2023-05-31,2085
2023-06-01,3540
2023-06-02,2283
2023-06-03,3351
2023-06-04,3200
2023-06-05,2667
2023-06-06,2840
2023-06-07,2475
2023-06-08,2214
2023-06-09,2930
2023-06-10,2385
2023-06-11,2674
2023-06-12,3217
2023-06-13,2153
2023-06-14,2286
2023-06-15,2436
2023-06-16,1975
2023-06-17,2417
2023-06-18,2267
2023-06-19,2412
2023-06-20,1625
2023-06-21,2071
2023-06-22,3070
2023-06-23,2296
2023-06-24,2783
2023-06-25,3260
2023-06-26,3794
2023-06-27,3616
2023-06-28,2631
2023-06-29,2237
2023-06-30,3319
2023-07-01,2538
2023-07-02,1977
2023-07-03,2847
2023-07-04,2626
2023-07-05,2156
2023-07-06,1540
2023-07-07,1077
2023-07-08,3386
2023-07-09,3586
2023-07-10,2678
2023-07-11,2302
2023-07-12,1656
2023-07-13,2822
2023-07-14,3907
2023-07-15,1447
2023-07-16,2836
2023-07-17,3439
2023-07-18,3929
2023-07-19,3957
2023-07-20,1894
2023-07-21,2586
2023-07-22,3829
2023-07-23,3791
2023-07-24,3746
2023-07-25,3146
2023-07-26,3114
2023-07-27,1877
2023-07-28,3137
2023-07-29,3710
2023-07-30,2463
2023-07-31,2792
2023-08-01,3929
2023-08-02,4000
2023-08-03,2223
2023-08-04,2080
2023-08-05,3887
2023-08-06,2175
2023-08-07,2448
2023-08-08,2966
2023-08-09,2173
2023-08-10,1458
2023-08-11,3222
2023-08-12,1543
2023-08-13,2812
2023-08-14,5340
2023-08-15,2440
2023-08-16,2789
2023-08-17,2658
2023-08-18,2626
2023-08-19,2442
2023-08-20,3115
2023-08-21,2414
2023-08-22,3193
2023-08-23,3240
2023-08-24,2364
2023-08-25,2047
2023-08-26,1558
2023-08-27,1441
2023-08-28,2478
2023-08-29,2045
2023-08-30,2445
2023-08-31,2734
2023-09-01,2450
2023-09-02,2206
2023-09-03,2693
2023-09-04,3147
2023-09-05,2558
2023-09-06,713
2023-09-07,1821
2023-09-08,3527
2023-09-09,2551
2023-09-10,3492
2023-09-11,3294
2023-09-12,2175
2023-09-13,3476
2023-09-14,3229
2023-09-15,2290
2023-09-16,3056
2023-09-17,2948
2023-09-18,2512
2023-09-19,2847
2023-09-20,3097
2023-09-21,2471
2023-09-22,2790
2023-09-23,3351
2023-09-24,1655
2023-09-25,2521
2023-09-26,2971
2023-09-27,3514
2023-09-28,1939
2023-09-29,3290
2023-09-30,2663
2023-10-01,2341
2023-10-02,3273
2023-10-03,2417
2023-10-04,3082
2023-10-05,3195
2023-10-06,2306
2023-10-07,2324
2023-10-08,2922
2023-10-09,3670
2023-10-10,2444
2023-10-11,2760
2023-10-12,2408
2023-10-13,2352
2023-10-14,1795
2023-10-15,2542
2023-10-16,2239
2023-10-17,2117
2023-10-18,2855
2023-10-19,2560
2023-10-20,5059
2023-10-21,1892
2023-10-22,2975
2023-10-23,2170
2023-10-24,1647
2023-10-25,1817
2023-10-26,2631
2023-10-27,2916
2023-10-28,4174
2023-10-29,3451
2023-10-30,3841
2023-10-31,2288
2023-11-01,2797
2023-11-02,4529
2023-11-03,1966
2023-11-04,2168
2023-11-05,3973
2023-11-06,2422
2023-11-07,2760
2023-11-08,2643
2023-11-09,3357
2023-11-10,1429
2023-11-11,2453
2023-11-12,3146
2023-11-13,2466
2023-11-14,2632
2023-11-15,3953
2023-11-16,2104
2023-11-17,1527
2023-11-18,2890
2023-11-19,1700
2023-11-20,2829
2023-11-21,3946
2023-11-22,2766
2023-11-23,3628
2023-11-24,2390
2023-11-25,3420
2023-11-26,3431
2023-11-27,2090
2023-11-28,2799
2023-11-29,2520
2023-11-30,3116
2023-12-01,2810
2023-12-02,3811
2023-12-03,1208
2023-12-04,2377
2023-12-05,1139
2023-12-06,2394
2023-12-07,4148
2023-12-08,3136
2023-12-09,2541
2023-12-10,2237
2023-12-11,2697
2023-12-12,1814
2023-12-13,2634
2023-12-14,3745
2023-12-15,1623
2023-12-16,2255
2023-12-17,2100
2023-12-18,3447
2023-12-19,1947
2023-12-20,2808
2023-12-21,3450
2023-12-22,2680
2023-12-23,2025
2023-12-24,2785
2023-12-25,2334
2023-12-26,3740
2023-12-27,3198
2023-12-28,3208
2023-12-29,3001
2023-12-30,2862
2023-12-31,2338
2024-01-01,3240
